timestamp;real;imag;symbol_index;samp_rate
4,061896;-0,002458;-0,002458;0;32000
4,061927;0,002604;0,002604;0;32000
4,061959;-0,002227;-0,002227;1;32000
4,061990;-0,000312;-0,000312;1;32000
4,062021;0,001190;0,001190;2;32000
4,062052;-0,001040;-0,001040;2;32000
4,062084;0,001741;-0,003175;3;32000
4,062115;-0,000704;0,004503;3;32000
4,062146;-0,004006;-0,003544;4;32000
4,062177;0,005024;-0,000808;4;32000
4,062209;-0,002091;0,004744;5;32000
4,062240;-0,003244;-0,004699;5;32000
4,062271;0,002858;-0,005872;6;32000
4,062302;0,000667;0,011752;6;32000
4,062334;-0,003109;-0,008763;7;32000
4,062365;0,003622;-0,001792;7;32000
4,062396;0,010215;0,027252;8;32000
4,062427;-0,024421;-0,038035;8;32000
4,062459;-0,039170;-0,053567;9;32000
4,062490;0,121764;0,153210;9;32000
4,062521;0,080774;0,066262;10;32000
4,062552;-0,690733;-0,706736;10;32000
4,062584;-1,550339;-1,483963;11;32000
4,062615;-1,488782;-1,566682;11;32000
4,062646;-1,219533;-1,364134;12;32000
4,062677;-1,744314;-1,375437;12;32000
4,062709;-1,670214;-1,444952;13;32000
4,062740;0,276766;-1,411680;13;32000
4,062771;1,706025;-1,408938;14;32000
4,062802;0,310672;-1,425224;14;32000
4,062834;-1,717863;-1,411828;15;32000
4,062865;-1,713364;-1,408773;15;32000
8,095797;-1,116206;-1,422444;16;32000
8,095828;-1,709055;-1,412665;16;32000
8,095859;-1,711448;-1,414157;17;32000
8,095890;0,297559;-1,417975;17;32000
8,095922;1,706218;-1,414526;18;32000
8,095953;0,290562;-1,412433;18;32000
8,095984;-1,703694;-1,418891;19;32000
8,096015;-1,709968;-1,413160;19;32000
8,096047;-1,125810;-1,415474;20;32000
8,096078;-1,701845;-1,416076;20;32000
8,096109;-1,711795;-1,415243;21;32000
8,096140;0,290977;-1,413472;21;32000
8,096172;1,711774;-1,417701;22;32000
8,096203;0,290977;-1,413472;22;32000
8,096234;-1,709338;-1,417700;23;32000
8,096265;-1,704449;-1,413472;23;32000
8,096297;-1,128499;-1,417700;24;32000
8,096328;-1,704449;-1,413472;24;32000
8,096359;-1,709338;-1,417701;25;32000
8,096390;0,290977;-1,413472;25;32000
8,096422;1,711774;-1,417701;26;32000
8,096453;0,290977;-1,413472;26;32000
8,096484;-1,709338;-1,417700;27;32000
8,096515;-1,704449;-1,413472;27;32000
8,096547;-1,128499;-1,417700;28;32000
8,096578;-1,704449;-1,413472;28;32000
8,096609;-1,709338;-1,417701;29;32000
8,096640;0,290977;-1,413472;29;32000
8,096672;1,711774;-1,417701;30;32000
8,096703;0,290977;-1,413472;30;32000
8,096734;-1,709338;-1,417700;31;32000
8,096765;-1,704449;-1,413472;31;32000
