timestamp;real;imag;samp_rate
0,858806;-1,000000;-1,000000;32000
0,858837;1,000000;1,000000;32000
0,858868;1,000000;1,000000;32000
0,858900;1,000000;1,000000;32000
1,032125;-1,000000;1,000000;32000
1,032156;1,000000;1,000000;32000
1,032187;1,000000;1,000000;32000
1,032219;1,000000;1,000000;32000
2,032401;1,000000;1,000000;32000
2,032432;1,000000;1,000000;32000
2,032463;1,000000;1,000000;32000
2,032495;1,000000;1,000000;32000
3,046139;1,000000;1,000000;32000
3,046170;1,000000;1,000000;32000
3,046201;1,000000;1,000000;32000
3,046233;1,000000;1,000000;32000
4,052807;-1,000000;-1,000000;32000
4,052838;1,000000;1,000000;32000
4,052869;1,000000;1,000000;32000
4,052900;1,000000;1,000000;32000
5,061383;1,000000;1,000000;32000
5,061414;1,000000;1,000000;32000
5,061446;1,000000;1,000000;32000
5,061477;1,000000;1,000000;32000
6,075908;1,000000;1,000000;32000
6,075939;1,000000;1,000000;32000
6,075970;1,000000;1,000000;32000
6,076001;1,000000;1,000000;32000
7,085639;-1,000000;-1,000000;32000
7,085670;1,000000;1,000000;32000
7,085701;1,000000;1,000000;32000
7,085733;1,000000;1,000000;32000
8,096481;1,000000;-1,000000;32000
8,096512;1,000000;1,000000;32000
8,096544;1,000000;1,000000;32000
8,096575;1,000000;1,000000;32000
9,099262;1,000000;-1,000000;32000
9,099293;1,000000;1,000000;32000
9,099324;1,000000;1,000000;32000
9,099356;1,000000;1,000000;32000
10,104974;-1,000000;1,000000;32000
10,105005;1,000000;1,000000;32000
10,105036;1,000000;1,000000;32000
10,105067;1,000000;1,000000;32000
11,106492;1,000000;-1,000000;32000
11,106524;1,000000;1,000000;32000
11,106555;1,000000;1,000000;32000
11,106586;1,000000;1,000000;32000
12,116739;1,000000;1,000000;32000
12,116770;1,000000;1,000000;32000
12,116802;1,000000;1,000000;32000
12,116833;1,000000;1,000000;32000
13,129867;1,000000;1,000000;32000
13,129898;1,000000;1,000000;32000
13,129930;1,000000;1,000000;32000
13,129961;1,000000;1,000000;32000
14,133997;1,000000;1,000000;32000
14,134029;1,000000;1,000000;32000
14,134060;1,000000;1,000000;32000
14,134091;1,000000;1,000000;32000
15,143059;-1,000000;1,000000;32000
15,143091;1,000000;1,000000;32000
15,143122;1,000000;1,000000;32000
15,143153;1,000000;1,000000;32000
16,152714;1,000000;1,000000;32000
16,152745;1,000000;1,000000;32000
16,152777;1,000000;1,000000;32000
16,152808;1,000000;1,000000;32000
17,160710;1,000000;-1,000000;32000
17,160741;1,000000;1,000000;32000
17,160772;1,000000;1,000000;32000
17,160803;1,000000;1,000000;32000
18,175007;1,000000;1,000000;32000
18,175038;1,000000;1,000000;32000
18,175070;1,000000;1,000000;32000
18,175101;1,000000;1,000000;32000
19,184387;1,000000;1,000000;32000
19,184418;1,000000;1,000000;32000
19,184450;1,000000;1,000000;32000
19,184481;1,000000;1,000000;32000
20,194675;1,000000;1,000000;32000
20,194706;1,000000;1,000000;32000
20,194737;1,000000;1,000000;32000
20,194768;1,000000;1,000000;32000
21,207953;1,000000;1,000000;32000
21,207984;1,000000;1,000000;32000
21,208015;1,000000;1,000000;32000
21,208046;1,000000;1,000000;32000
22,222472;-1,000000;-1,000000;32000
22,222503;1,000000;1,000000;32000
22,222535;1,000000;1,000000;32000
22,222566;1,000000;1,000000;32000
23,232066;-1,000000;-1,000000;32000
23,232098;1,000000;1,000000;32000
23,232129;1,000000;1,000000;32000
23,232160;1,000000;1,000000;32000
24,243199;-1,000000;-1,000000;32000
24,243230;1,000000;1,000000;32000
24,243262;1,000000;1,000000;32000
24,243293;1,000000;1,000000;32000
25,246980;-1,000000;1,000000;32000
25,247011;1,000000;1,000000;32000
25,247042;1,000000;1,000000;32000
25,247073;1,000000;1,000000;32000
26,262113;-1,000000;1,000000;32000
26,262144;1,000000;1,000000;32000
26,262175;1,000000;1,000000;32000
26,262206;1,000000;1,000000;32000
27,277604;1,000000;1,000000;32000
27,277636;1,000000;1,000000;32000
27,277667;1,000000;1,000000;32000
27,277698;1,000000;1,000000;32000
28,287312;1,000000;1,000000;32000
28,287343;1,000000;1,000000;32000
28,287374;1,000000;1,000000;32000
28,287405;1,000000;1,000000;32000
29,295276;-1,000000;1,000000;32000
29,295308;1,000000;1,000000;32000
29,295339;1,000000;1,000000;32000
29,295370;1,000000;1,000000;32000
30,308853;1,000000;1,000000;32000
30,308884;1,000000;1,000000;32000
30,308915;1,000000;1,000000;32000
30,308947;1,000000;1,000000;32000
31,319142;-1,000000;1,000000;32000
31,319173;1,000000;1,000000;32000
31,319204;1,000000;1,000000;32000
31,319235;1,000000;1,000000;32000
32,325423;1,000000;-1,000000;32000
32,325454;1,000000;1,000000;32000
32,325485;1,000000;1,000000;32000
32,325516;1,000000;1,000000;32000
33,337493;-1,000000;-1,000000;32000
33,337524;1,000000;1,000000;32000
33,337556;1,000000;1,000000;32000
33,337587;1,000000;1,000000;32000
34,346781;-1,000000;-1,000000;32000
34,346813;1,000000;1,000000;32000
34,346844;1,000000;1,000000;32000
34,346875;1,000000;1,000000;32000
35,358974;-1,000000;-1,000000;32000
35,359005;1,000000;1,000000;32000
35,359036;1,000000;1,000000;32000
35,359067;1,000000;1,000000;32000
36,368072;1,000000;1,000000;32000
36,368103;1,000000;1,000000;32000
36,368135;1,000000;1,000000;32000
36,368166;1,000000;1,000000;32000
