timestamp;real;imag;symbol_index;samp_rate
1,038239;-0,002458;-0,002458;0;32000
1,038270;0,002604;0,002604;0;32000
1,038302;-0,002227;-0,002227;1;32000
1,038333;-0,000312;-0,000312;1;32000
1,038364;0,001190;0,001190;2;32000
1,038395;-0,001040;-0,001040;2;32000
1,038427;0,001741;-0,003175;3;32000
1,038458;-0,000704;0,004503;3;32000
1,038489;-0,004006;-0,003544;4;32000
1,038520;0,005024;-0,000808;4;32000
1,038552;-0,002091;0,004744;5;32000
1,038583;-0,003244;-0,004699;5;32000
1,038614;0,002858;-0,005872;6;32000
1,038645;0,000667;0,011752;6;32000
1,038677;-0,003109;-0,008763;7;32000
1,038708;0,003622;-0,001792;7;32000
1,038739;0,010215;0,027252;8;32000
1,038770;-0,024421;-0,038035;8;32000
1,038802;-0,039170;-0,053567;9;32000
1,038833;0,121764;0,153210;9;32000
1,038864;0,080774;0,066262;10;32000
1,038895;-0,690733;-0,706736;10;32000
1,038927;-1,550339;-1,483963;11;32000
1,038958;-1,488782;-1,566682;11;32000
1,038989;-1,219533;-1,364134;12;32000
1,039020;-1,744314;-1,375437;12;32000
1,039052;-1,670214;-1,444952;13;32000
1,039083;0,276766;-1,411680;13;32000
1,039114;1,706025;-1,408938;14;32000
1,039145;0,310672;-1,425224;14;32000
1,039177;-1,717863;-1,411828;15;32000
1,039208;-1,713364;-1,408773;15;32000
2,050138;-1,116206;-1,422444;16;32000
2,050170;-1,709055;-1,412665;16;32000
2,050201;-1,711448;-1,414157;17;32000
2,050232;0,297559;-1,417975;17;32000
2,050263;1,706218;-1,414526;18;32000
2,050295;0,290562;-1,412433;18;32000
2,050326;-1,703694;-1,418891;19;32000
2,050357;-1,709968;-1,413160;19;32000
2,050388;-1,125810;-1,415474;20;32000
2,050420;-1,701845;-1,416076;20;32000
2,050451;-1,711795;-1,415243;21;32000
2,050482;0,290977;-1,413472;21;32000
2,050513;1,711774;-1,417701;22;32000
2,050545;0,290977;-1,413472;22;32000
2,050576;-1,709338;-1,417700;23;32000
2,050607;-1,704449;-1,413472;23;32000
2,050638;-1,128499;-1,417700;24;32000
2,050670;-1,704449;-1,413472;24;32000
2,050701;-1,709338;-1,417701;25;32000
2,050732;0,290977;-1,413472;25;32000
2,050763;1,711774;-1,417701;26;32000
2,050795;0,290977;-1,413472;26;32000
2,050826;-1,709338;-1,417700;27;32000
2,050857;-1,704449;-1,413472;27;32000
2,050888;-1,128499;-1,417700;28;32000
2,050920;-1,704449;-1,413472;28;32000
2,050951;-1,709338;-1,417701;29;32000
2,050982;0,290977;-1,413472;29;32000
2,051013;1,711774;-1,417701;30;32000
2,051045;0,290977;-1,413472;30;32000
2,051076;-1,709338;-1,417700;31;32000
2,051107;-1,704449;-1,413472;31;32000
3,052097;-1,128499;-1,417700;32;32000
3,052129;-1,704449;-1,413472;32;32000
3,052160;-1,709338;-1,417701;33;32000
3,052191;0,290977;-1,413472;33;32000
3,052222;1,711774;-1,417701;34;32000
3,052254;0,290977;-1,413472;34;32000
3,052285;-1,709338;-1,417700;35;32000
3,052316;-1,704449;-1,413472;35;32000
3,052347;-1,128499;-1,417700;36;32000
3,052379;-1,704449;-1,413472;36;32000
3,052410;-1,709338;-1,417701;37;32000
3,052441;0,290977;-1,413472;37;32000
3,052472;1,711774;-1,417701;38;32000
3,052504;0,290977;-1,413472;38;32000
3,052535;-1,709338;-1,417700;39;32000
3,052566;-1,704449;-1,413472;39;32000
3,052597;-1,128499;-1,417700;40;32000
3,052629;-1,704449;-1,413472;40;32000
3,052660;-1,709338;-1,417701;41;32000
3,052691;0,290977;-1,413472;41;32000
3,052722;1,711774;-1,417701;42;32000
3,052754;0,290977;-1,413472;42;32000
3,052785;-1,709338;-1,417700;43;32000
3,052816;-1,704449;-1,413472;43;32000
3,052847;-1,128499;-1,417700;44;32000
3,052879;-1,704449;-1,413472;44;32000
3,052910;-1,709338;-1,417701;45;32000
3,052941;0,290977;-1,413472;45;32000
3,052972;1,711774;-1,417701;46;32000
3,053004;0,290977;-1,413472;46;32000
3,053035;-1,709338;-1,417700;47;32000
3,053066;-1,704449;-1,413472;47;32000
4,062905;-1,128499;-1,417700;48;32000
4,062936;-1,704449;-1,413472;48;32000
4,062968;-1,709338;-1,417701;49;32000
4,062999;0,290977;-1,413472;49;32000
4,063030;1,711774;-1,417701;50;32000
4,063061;0,290977;-1,413472;50;32000
4,063093;-1,709338;-1,417700;51;32000
4,063124;-1,704449;-1,413472;51;32000
4,063155;-1,128499;-1,417700;52;32000
4,063186;-1,704449;-1,413472;52;32000
4,063218;-1,709338;-1,417701;53;32000
4,063249;0,290977;-1,413472;53;32000
4,063280;1,711774;-1,417701;54;32000
4,063311;0,290977;-1,413472;54;32000
4,063343;-1,709338;-1,417700;55;32000
4,063374;-1,704449;-1,413472;55;32000
4,063405;-1,128499;-1,417700;56;32000
4,063436;-1,704449;-1,413472;56;32000
4,063468;-1,709338;-1,417701;57;32000
4,063499;0,290977;-1,413472;57;32000
4,063530;1,711774;-1,417701;58;32000
4,063561;0,290977;-1,413472;58;32000
4,063593;-1,709338;-1,417700;59;32000
4,063624;-1,704449;-1,413472;59;32000
4,063655;-1,128499;-1,417700;60;32000
4,063686;-1,704449;-1,413472;60;32000
4,063718;-1,709338;-1,417701;61;32000
4,063749;0,290977;-1,413472;61;32000
4,063780;1,711774;-1,417701;62;32000
4,063811;0,290977;-1,413472;62;32000
4,063843;-1,709338;-1,417700;63;32000
4,063874;-1,704449;-1,413472;63;32000
