1.028940,-0.001738,0.000000
1.028955,0.001841,0.000000
1.028971,-0.001574,0.000000
1.028986,-0.000221,0.000000
1.029001,0.000842,0.000000
1.029017,-0.000735,0.000000
1.029032,-0.002245,0.000000
1.029047,0.003184,0.000000
1.029063,-0.002506,0.000000
1.029078,-0.000571,0.000000
1.029094,0.003354,0.000000
1.029109,-0.003323,0.000000
1.029124,-0.004152,0.000000
1.029140,0.008310,0.000000
1.029155,-0.002721,0.000000
1.029170,-0.004950,0.000000
1.029186,0.018943,0.000000
1.029201,-0.022772,0.000000
1.029216,-0.042710,0.000000
1.029232,0.109365,0.000000
1.029247,0.053028,0.000000
1.029263,-0.507576,0.000000
1.029278,-1.048798,0.000000
1.029293,-1.100301,0.000000
1.029309,-0.976308,0.000000
1.029324,-0.967078,0.000000
1.029339,-1.006723,0.000000
1.029355,-1.021473,0.000000
1.029370,-0.992181,0.000000
1.029385,-0.988631,0.000000
1.029401,-1.045770,0.000000
1.029416,-0.948580,0.000000
2.031808,-0.891851,0.000000
2.031823,-1.265243,0.000000
2.031839,-1.174256,0.000000
2.031854,0.214517,0.000000
2.031869,1.198302,0.000000
2.031885,0.209569,0.000000
2.031900,-1.172249,0.000000
2.031915,-1.262206,0.000000
2.031931,-0.898316,0.000000
2.031946,-0.944558,0.000000
2.031961,-1.036648,0.000000
2.031977,-1.003586,0.000000
2.031992,-0.994289,0.000000
2.032008,-1.003586,0.000000
2.032023,-1.034910,0.000000
2.032038,-0.946400,0.000000
2.032054,-0.900217,0.000000
2.032069,-1.258304,0.000000
2.032084,-1.176240,0.000000
2.032100,0.209862,0.000000
2.032115,1.202231,0.000000
2.032130,0.209862,0.000000
2.032146,-1.176240,0.000000
2.032161,-1.258304,0.000000
2.032177,-0.900217,0.000000
2.032192,-0.946400,0.000000
2.032207,-1.034910,0.000000
2.032223,-1.003586,0.000000
2.032238,-0.994289,0.000000
2.032253,-1.003586,0.000000
2.032269,-1.034910,0.000000
2.032284,-0.946400,0.000000
3.042457,-0.900217,0.000000
3.042472,-1.258304,0.000000
3.042488,-1.176240,0.000000
3.042503,0.209862,0.000000
3.042519,1.202231,0.000000
3.042534,0.209862,0.000000
3.042549,-1.176240,0.000000
3.042565,-1.258304,0.000000
3.042580,-0.900217,0.000000
3.042595,-0.946400,0.000000
3.042611,-1.034910,0.000000
3.042626,-1.003586,0.000000
3.042641,-0.994289,0.000000
3.042657,-1.003586,0.000000
3.042672,-1.034910,0.000000
3.042688,-0.946400,0.000000
3.042703,-0.900217,0.000000
3.042718,-1.258304,0.000000
3.042734,-1.176240,0.000000
3.042749,0.209862,0.000000
3.042764,1.202231,0.000000
3.042780,0.209862,0.000000
3.042795,-1.176240,0.000000
3.042810,-1.258304,0.000000
3.042826,-0.900217,0.000000
3.042841,-0.946400,0.000000
3.042856,-1.034910,0.000000
3.042872,-1.003586,0.000000
3.042887,-0.994289,0.000000
3.042903,-1.003586,0.000000
3.042918,-1.034910,0.000000
3.042933,-0.946400,0.000000
4.051455,-0.900217,0.000000
4.051471,-1.258304,0.000000
4.051486,-1.176240,0.000000
4.051501,0.209862,0.000000
4.051517,1.202231,0.000000
4.051532,0.209862,0.000000
4.051547,-1.176240,0.000000
4.051563,-1.258304,0.000000
4.051578,-0.900217,0.000000
4.051593,-0.946400,0.000000
4.051609,-1.034910,0.000000
4.051624,-1.003586,0.000000
4.051640,-0.994289,0.000000
4.051655,-1.003586,0.000000
4.051670,-1.034910,0.000000
4.051686,-0.946400,0.000000
4.051701,-0.900217,0.000000
4.051716,-1.258304,0.000000
4.051732,-1.176240,0.000000
4.051747,0.209862,0.000000
4.051762,1.202231,0.000000
4.051778,0.209862,0.000000
4.051793,-1.176240,0.000000
4.051809,-1.258304,0.000000
4.051824,-0.900217,0.000000
4.051839,-0.946400,0.000000
4.051855,-1.034910,0.000000
4.051870,-1.003586,0.000000
4.051885,-0.994289,0.000000
4.051901,-1.003586,0.000000
4.051916,-1.034910,0.000000
4.051931,-0.946400,0.000000
5.053077,-0.900217,0.000000
5.053092,-1.258304,0.000000
5.053107,-1.176240,0.000000
5.053123,0.209862,0.000000
5.053138,1.202231,0.000000
5.053154,0.209862,0.000000
5.053169,-1.176240,0.000000
5.053184,-1.258304,0.000000
5.053200,-0.900217,0.000000
5.053215,-0.946400,0.000000
5.053230,-1.034910,0.000000
5.053246,-1.003586,0.000000
5.053261,-0.994289,0.000000
5.053276,-1.003586,0.000000
5.053292,-1.034910,0.000000
5.053307,-0.946400,0.000000
5.053323,-0.900217,0.000000
