sample_index;real;imag;amplitude;phase_rad
3465;1,5280228853;1,8353416920;2,3881652355;0,8765175939
3466;0,3794419467;2,1035249233;2,1374735832;1,3923316002
3467;-0,9355005622;2,0273790359;2,2328071594;2,0031175613
3468;-1,8061890602;1,5357519388;2,3708338737;2,4369406700
3469;-1,9854692221;0,6683544517;2,0949428082;2,8168842793
3470;-1,6619696617;-0,3701756001;1,7026958466;-2,9224369526
3471;-1,2662152052;-1,2458333969;1,7763450146;-2,3643078804
3472;-1,1491883993;-1,6106910706;1,9786256552;-2,1905090809
3473;-1,3706969023;-1,2775266171;1,8737353086;-2,3913621902
3474;-1,7010639906;-0,3426484466;1,7352310419;-2,9428207874
3475;-1,8209408522;0,8135641813;1,9944201708;2,7214176655
3476;-1,5356388092;1,7071031332;2,2961680889;2,3033673763
3477;-0,8765226603;2,0115516186;2,1942269802;1,9817323685
3478;-0,0335999243;1,7556039095;1,7559254169;1,5899326801
3479;0,7758290768;1,2911386490;1,5063033104;1,0297244787
3480;1,4152238369;1,0551160574;1,7652559280;0,6406451464
3481;1,8334603310;1,2584954500;2,2238225937;0,6015430689
3482;2,0126421452;1,7336924076;2,6563918591;0,7110759616
3483;1,9113743305;2,0357725620;2,7924401760;0,8169037104
3484;1,4865381718;1,7596622705;2,3035204411;0,8693370223
3485;0,7653631568;0,8373970985;1,1344666481;0,8303115964
3486;-0,1151166558;-0,3814392984;0,3984316587;-1,8638995886
3487;-0,9334520102;-1,3457583189;1,6378028393;-2,1772310734
3488;-1,4914726019;-1,6363726854;2,2140927315;-2,3099017143
3489;-1,7188396454;-1,1969584227;2,0945451260;-2,5333032608
3490;-1,6863547564;-0,3008885980;1,7129875422;-2,9650251865
3491;-1,5417633057;0,6652303338;1,6791560650;2,7342514992
3492;-1,4025603533;1,4361410141;2,0074055195;2,3443653584
3493;-1,3069024086;1,9329832792;2,3333277702;2,1653056145
3494;-1,2453119755;2,1660170555;2,4984858036;2,0925793648
3495;-1,2285765409;2,0898306370;2,4242095947;2,1022589207
3496;-1,3112620115;1,5976346731;2,0668442249;2,2580635548
3497;-1,5314612389;0,6612010598;1,6681008339;2,7340226173
3498;-1,8074592352;-0,5030152798;1,8761484623;-2,8701612949
3499;-1,9218759537;-1,4478024244;2,4061877728;-2,4959652424
3500;-1,6252484322;-1,7138462067;2,3619275093;-2,3296673298
3501;-0,8253847361;-1,1345952749;1,4030561447;-2,1997220516
3502;0,2837846875;0,0176660120;0,2843340039;0,0621712357
3503;1,2695376873;1,1510723829;1,7136783600;0,7364969254
3504;1,6808477640;1,6942291260;2,3865585327;0,7893629074
3505;1,3097430468;1,4109247923;1,9251326323;0,8225710988
3506;0,3281067014;0,4888488054;0,5887505412;0,9796739817
3507;-0,8176112175;-0,6343005896;1,0348069668;-2,4817845821
3508;-1,6612221003;-1,5535221100;2,2744426727;-2,3896839619
3509;-1,9681353569;-2,0761101246;2,8607325554;-2,3295023441
3510;-1,8121004105;-2,2019047737;2,8516824245;-2,2593870163
3511;-1,4740114212;-1,9869430065;2,4739954472;-2,2090601921
3512;-1,2330143452;-1,4528453350;1,9055403471;-2,2745289803
3513;-1,2110146284;-0,6259080172;1,3632011414;-2,6645593643
3514;-1,3477680683;0,3553718925;1,3938320875;2,8837859631
3515;-1,4926906824;1,1999417543;1,9151986837;2,4644913673
3516;-1,5296778679;1,5697927475;2,1918404102;2,3432526588
3517;-1,4440599680;1,2750579119;1,9264167547;2,4182679653
3518;-1,3136922121;0,4173349738;1,3783887625;2,8339948654
3519;-1,2484645844;-0,6606283784;1,4124778509;-2,6548957825
3520;-1,3192639351;-1,5655720234;2,0473086834;-2,2710208893
3521;-1,5146571398;-2,0572800636;2,5547187328;-2,2054343224
3522;-1,7290834188;-2,1153361797;2,7321012020;-2,2560594082
3523;-1,7916923761;-1,8510349989;2,5761389732;-2,3399052620
3524;-1,5397486687;-1,3713538647;2,0619015694;-2,4139757156
3525;-0,9075741172;-0,7215579748;1,1594552994;-2,4698832035
3526;-0,0002966457;0,0677111894;0,0677118376;1,5751773119
3527;0,9296247959;0,8820806742;1,2815102339;0,7591614127
3528;1,5920141935;1,5182342529;2,1998965740;0,7616810799
3529;1,8153033257;1,7921202183;2,5508863926;0,7789717317
3530;1,6524553299;1,6857086420;2,3605554104;0,7953593731
3531;1,3530762196;1,3940105438;1,9426994324;0,8002980351
3532;1,2023317814;1,2065635920;1,7033488750;0,7871549129
3533;1,3346830606;1,2980639935;1,8618133068;0,7714899778
3534;1,6343677044;1,5959472656;2,2843391895;0,7735050321
3535;1,8163237572;1,8115880489;2,5653233528;0,7840927839
3536;1,6126379967;1,6408329010;2,3006377220;0,7940640450
3537;0,9474221468;0,9810974598;1,3638771772;0,8028581142
3538;-0,0055099959;0,0014200927;0,0056900540;2,8893518448
3539;-0,9339417815;-0,9564087987;1,3367741108;-2,3443100452
3540;-1,5619233847;-1,5890109539;2,2281293869;-2,3475980759
3541;-1,7886403799;-1,7899476290;2,5304441452;-2,3558292389
3542;-1,6991827488;-1,6752632856;2,3861536980;-2,3632826805
3543;-1,4852914810;-1,4612891674;2,0836162567;-2,3643400669
3544;-1,3210711479;-1,3216069937;1,8686555624;-2,3559918404
3545;-1,2806466818;-1,3064692020;1,8294583559;-2,3462135792
3546;-1,3412618637;-1,3650832176;1,9137490988;-2,3473927975
3547;-1,4259288311;-1,4228516817;2,0143933296;-2,3572747707
3548;-1,4686059952;-1,4408876896;2,0574159622;-2,3657209873
3549;-1,4538944960;-1,4299579859;2,0392620564;-2,3644945621
3550;-1,4075846672;-1,4142826796;1,9953670502;-2,3538208008
3551;-1,3753293753;-1,4098290205;1,9695554972;-2,3438081741
3552;-1,3845032454;-1,4142434597;1,9791245461;-2,3455686569
3553;-1,4225983620;-1,4158993959;2,0071265697;-2,3585546017
3554;-1,4550913572;-1,4143164158;2,0291824341;-2,3704037666
3555;-1,4493044615;-1,4127112627;2,0239162445;-2,3689796925
3556;-1,4083402157;-1,4134986401;1,9953447580;-2,3543665409
3557;-1,3710834980;-1,4154729843;1,9706430435;-2,3402659893
3558;-1,3798900843;-1,4153727293;1,9767085314;-2,3435013294
3559;-1,4366599321;-1,4120366573;2,0144078732;-2,3648378849
3560;-1,4871659279;-1,4097898006;2,0491876602;-2,3828976154
3561;-1,4611406326;-1,4116781950;2,0316908360;-2,3734102249
3562;-1,3464963436;-1,4161940813;1,9541386366;-2,3309717178
3563;-1,2300547361;-1,4192144871;1,8780852556;-2,2849147320
3564;-1,2492588758;-1,4168168306;1,8889197111;-2,2934288979
3565;-1,4721162319;-1,4114258289;2,0394237041;-2,3772385120
3566;-1,7945102453;-1,4087889194;2,2814366817;-2,4760313034
3567;-1,9503216743;-1,4112539291;2,4073619843;-2,5152022839
3568;-1,6582250595;-1,4168623686;2,1811027527;-2,4345235825
3569;-0,8308746219;-1,4182374477;1,6437002420;-2,1007466316
3570;0,3080021739;-1,4156848192;1,4488024712;-1,3565707207
3571;1,2991510630;-1,4113177061;1,9182312489;-0,8267573118
3572;1,6888400316;-1,4099549055;2,2000348568;-0,6956420541
3573;1,2904489040;-1,4112854004;1,9123244286;-0,8300939202
3574;0,2966523767;-1,4157958031;1,4465408325;-1,3642538786
3575;-0,8355787992;-1,4185839891;1,6463816166;-2,1031055450
3576;-1,6523313522;-1,4164035320;2,1763267517;-2,4329247475
3577;-1,9391936064;-1,4130789042;2,3994297981;-2,5118672848
3578;-1,7889573574;-1,4100701809;2,2778644562;-2,4740834236
3579;-1,4788223505;-1,4107612371;2,0438108444;-2,3797440529
3580;-1,2633799314;-1,4141358137;1,8962881565;-2,2999494076
3581;-1,2389541864;-1,4173840284;1,8825474977;-2,2891237736
3582;-1,3370906115;-1,4177283049;1,9487854242;-2,3269312382
3583;-1,4372279644;-1,4143104553;2,0164072514;-2,3642311096
3584;-1,4696849585;-1,4108500481;2,0372705460;-2,3766167164
3585;-1,4446438551;-1,4091284275;2,0180780888;-2,3686389923
3586;-1,4107829332;-1,4128785133;1,9966305494;-2,3554522991
3587;-1,3998397589;-1,4181505442;1,9926620722;-2,3496968746
3588;-1,4067223072;-1,4199646711;1,9987914562;-2,3515098095
3589;-1,4168058634;-1,4156202078;2,0028278828;-2,3566131592
3590;-1,4242736101;-1,4085980654;2,0031733513;-2,3617279530
3591;-1,4364917278;-1,4063242674;2,0102877617;-2,3668060303
3592;-1,4454898834;-1,4111053944;2,0200643539;-2,3682308197
3593;-1,4228906631;-1,4190309048;2,0095438957;-2,3575525284
3594;-1,3518160582;-1,4225460291;1,9624077082;-2,3307058811
3595;-1,2719974518;-1,4171946049;1,9043157101;-2,3022539616
3596;-1,2813357115;-1,4083901644;1,9040441513;-2,3089926243
3597;-1,4606006145;-1,4050133228;2,0266761780;-2,3755900860
3598;-1,7537828684;-1,4112586975;2,2510898113;-2,4639959335
3599;-1,9328571558;-1,4222276211;2,3997225761;-2,5072312355
3600;-1,6964516640;-1,4268337488;2,2167098522;-2,4423060417
3601;-0,8849001527;-1,4180365801;1,6714892387;-2,1286993027
3602;0,3285871148;-1,4022046328;1,4401899576;-1,3406136036
3603;1,4381009340;-1,3953766823;2,0037989616;-0,7703209519
3604;1,8551172018;-1,4066926241;2,3281416893;-0,6487773657
3605;1,2818536758;-1,4252787828;1,9169163704;-0,8383291364
3606;-0,0382946171;-1,4343467951;1,4348578453;-1,5974882841
3607;-1,3905760050;-1,4218901396;1,9888372421;-2,3450608253
3608;-1,9783535004;-1,3977434635;2,4223065376;-2,5265052319
3609;-1,4179310799;-1,3901457787;1,9857074022;-2,3660888672
3610;-0,0027959542;-1,4129072428;1,4129099846;-1,5727752447
3611;1,4353808165;-1,4518345594;2,0416026115;-0,7910969257
3612;2,0292143822;-1,4667606354;2,5038166046;-0,6258790493
3613;1,4139518738;-1,4242432117;2,0069200993;-0,7890241742
3614;-0,0331310928;-1,3378682137;1,3382784128;-1,5955553055
3615;-1,4366276264;-1,2766280174;1,9218944311;-2,4150958061
3616;-1,9695565701;-1,3210846186;2,3715853691;-2,5507669449
3617;-1,3585802317;-1,4905352592;2,0167884827;-2,3099131584
3618;-0,0163744874;-1,7025666237;1,7026454210;-1,5804135799
3619;1,2599664927;-1,7813861370;2,1819376945;-0,9551907778
3620;1,7948592901;-1,5463798046;2,3691370487;-0,7111673355
3621;1,4010539055;-0,9249570966;1,6788381338;-0,5835030079
3622;0,3918673992;-0,0197861791;0,3923665881;-0,0504491813
3623;-0,7131396532;0,9162722826;1,1610870361;2,2321681976
3624;-1,5358525515;1,5924801826;2,2124276161;2,3380949497
3625;-1,9800651073;1,8333313465;2,6984739304;2,3946540356
3626;-2,1263318062;1,6722265482;2,7051115036;2,4751765728
3627;-2,0149285793;1,3473237753;2,4238851070;2,5522038937
3628;-1,5657273531;1,1640257835;1,9510147572;2,5023026466
3629;-0,7069652677;1,2996828556;1,4795186520;2,0689845085
3630;0,4256555438;1,6740376949;1,7273056507;1,3218040466
3631;1,4155485630;1,9578478336;2,4159772396;0,9447920918
3632;1,7608131170;1,7662328482;2,4940011501;0,7869347930
3633;1,2112847567;0,9244087934;1,5237264633;0,6518729329
3634;0,0053181406;-0,3447347879;0,3447757959;-1,5553708076
3635;-1,2224282026;-1,4811604023;1,9204599857;-2,2607855797
3636;-1,8044530153;-1,8787647486;2,6049580574;-2,3360214233
3637;-1,4449467659;-1,2635283470;1,9194726944;-2,4230763912
3638;-0,3683907390;0,0810908526;0,3772101402;2,9249260426
3639;0,8573783636;1,4180189371;1,6570682526;1,0269786119
3640;1,7008070946;1,9669487476;2,6003139019;0,8578337431
3641;1,9575452805;1,3767824173;2,3932225704;0,6129512787
3642;1,7869328260;-0,0279257558;1,7871509790;-0,0156264864
3643;1,4984357357;-1,4261252880;2,0686087608;-0,7606779933
3644;1,3118660450;-1,9879151583;2,3817639351;-0,9874786735
3645;1,2576346397;-1,3848874569;1,8707106113;-0,8335168362
3646;1,2650474310;0,0175313950;1,2651687860;0,0138574038
3647;1,2895152569;1,3846806288;1,8921390772;0,8209697008
3648;1,3633289337;1,9282093048;2,3614947796;0,9553584456
3649;1,5243436098;1,3715926409;2,0505826473;0,7327003479
3650;1,7133709192;0,0795178488;1,7152150869;0,0463768989
3651;1,7621408701;-1,2021087408;2,1331212521;-0,5986703038
3652;1,5013552904;-1,7999619246;2,3439135551;-0,8756034374
3653;0,8946335316;-1,4685561657;1,7196006775;-1,0236449242
3654;0,0753206909;-0,4518505335;0,4580852687;-1,4056212902
3655;-0,7443789244;0,7381767631;1,0483343601;2,3603777885
3656;-1,4047737122;1,6424512863;2,1612577438;2,2783539295
3657;-1,8530688286;2,0610589981;2,7716112137;2,3031060696
3658;-2,0831499100;2,0485899448;2,9216833115;2,3645586967
3659;-2,0383980274;1,7647736073;2,6961996555;2,4280171394
3660;-1,6002373695;1,3270534277;2,0789012909;2,4492480755
3661;-0,7156605124;0,7609938383;1,0446442366;2,3255040646
3662;0,4412956238;0,0668856055;0,4463356435;0,1504215598
3663;1,4390032291;-0,7042422295;1,6020883322;-0,4551283717
3664;1,7763260603;-1,4186885357;2,2733261585;-0,6739260554
3665;1,2024301291;-1,9117726088;2,2584757805;-1,0093538761
3666;-0,0458500758;-2,0620143414;2,0625240803;-1,5930281878
3667;-1,3133105040;-1,8528522253;2,2710890770;-2,1874070168
3668;-1,8792735338;-1,3614393473;2,3206005096;-2,5146450996
3669;-1,3993088007;-0,7088586688;1,5686126947;-2,6726968288
3670;-0,1270630360;0,0025180457;0,1270879805;3,1217780113
3671;1,2187912464;0,7017390728;1,4063746929;0,5224100947
3672;1,8865276575;1,3359829187;2,3116741180;0,6161884069
3673;1,5280228853;1,8353416920;2,3881652355;0,8765175939
3674;0,3794419467;2,1035249233;2,1374735832;1,3923316002
3675;-0,9355005622;2,0273790359;2,2328071594;2,0031175613
3676;-1,8061890602;1,5357519388;2,3708338737;2,4369406700
3677;-1,9854692221;0,6683544517;2,0949428082;2,8168842793
3678;-1,6619696617;-0,3701756001;1,7026958466;-2,9224369526
3679;-1,2662152052;-1,2458333969;1,7763450146;-2,3643078804
3680;-1,1491883993;-1,6106910706;1,9786256552;-2,1905090809
3681;-1,3706969023;-1,2775266171;1,8737353086;-2,3913621902
3682;-1,7010639906;-0,3426484466;1,7352310419;-2,9428207874
3683;-1,8209408522;0,8135641813;1,9944201708;2,7214176655
3684;-1,5356388092;1,7071031332;2,2961680889;2,3033673763
3685;-0,8765226603;2,0115516186;2,1942269802;1,9817323685
3686;-0,0335999243;1,7556039095;1,7559254169;1,5899326801
3687;0,7758290768;1,2911386490;1,5063033104;1,0297244787
3688;1,4152238369;1,0551160574;1,7652559280;0,6406451464
3689;1,8334603310;1,2584954500;2,2238225937;0,6015430689
3690;2,0126421452;1,7336924076;2,6563918591;0,7110759616
3691;1,9113743305;2,0357725620;2,7924401760;0,8169037104
3692;1,4865381718;1,7596622705;2,3035204411;0,8693370223
3693;0,7653631568;0,8373970985;1,1344666481;0,8303115964
3694;-0,1151166558;-0,3814392984;0,3984316587;-1,8638995886
3695;-0,9334520102;-1,3457583189;1,6378028393;-2,1772310734
3696;-1,4914726019;-1,6363726854;2,2140927315;-2,3099017143
3697;-1,7188396454;-1,1969584227;2,0945451260;-2,5333032608
3698;-1,6863547564;-0,3008885980;1,7129875422;-2,9650251865
3699;-1,5417633057;0,6652303338;1,6791560650;2,7342514992
3700;-1,4025603533;1,4361410141;2,0074055195;2,3443653584
3701;-1,3069024086;1,9329832792;2,3333277702;2,1653056145
3702;-1,2453119755;2,1660170555;2,4984858036;2,0925793648
3703;-1,2285765409;2,0898306370;2,4242095947;2,1022589207
3704;-1,3112620115;1,5976346731;2,0668442249;2,2580635548
3705;-1,5314612389;0,6612010598;1,6681008339;2,7340226173
3706;-1,8074592352;-0,5030152798;1,8761484623;-2,8701612949
3707;-1,9218759537;-1,4478024244;2,4061877728;-2,4959652424
3708;-1,6252484322;-1,7138462067;2,3619275093;-2,3296673298
3709;-0,8253847361;-1,1345952749;1,4030561447;-2,1997220516
3710;0,2837846875;0,0176660120;0,2843340039;0,0621712357
3711;1,2695376873;1,1510723829;1,7136783600;0,7364969254
3712;1,6808477640;1,6942291260;2,3865585327;0,7893629074
3713;1,3097430468;1,4109247923;1,9251326323;0,8225710988
3714;0,3281067014;0,4888488054;0,5887505412;0,9796739817
3715;-0,8176112175;-0,6343005896;1,0348069668;-2,4817845821
3716;-1,6612221003;-1,5535221100;2,2744426727;-2,3896839619
3717;-1,9681353569;-2,0761101246;2,8607325554;-2,3295023441
3718;-1,8121004105;-2,2019047737;2,8516824245;-2,2593870163
3719;-1,4740114212;-1,9869430065;2,4739954472;-2,2090601921
3720;-1,2330143452;-1,4528453350;1,9055403471;-2,2745289803
3721;-1,2110146284;-0,6259080172;1,3632011414;-2,6645593643
3722;-1,3477680683;0,3553718925;1,3938320875;2,8837859631
3723;-1,4926906824;1,1999417543;1,9151986837;2,4644913673
3724;-1,5296778679;1,5697927475;2,1918404102;2,3432526588
3725;-1,4440599680;1,2750579119;1,9264167547;2,4182679653
3726;-1,3136922121;0,4173349738;1,3783887625;2,8339948654
3727;-1,2484645844;-0,6606283784;1,4124778509;-2,6548957825
3728;-1,3192639351;-1,5655720234;2,0473086834;-2,2710208893
3729;-1,5146571398;-2,0572800636;2,5547187328;-2,2054343224
3730;-1,7290834188;-2,1153361797;2,7321012020;-2,2560594082
3731;-1,7916923761;-1,8510349989;2,5761389732;-2,3399052620
3732;-1,5397486687;-1,3713538647;2,0619015694;-2,4139757156
3733;-0,9075741172;-0,7215579748;1,1594552994;-2,4698832035
3734;-0,0002966457;0,0677111894;0,0677118376;1,5751773119
3735;0,9296247959;0,8820806742;1,2815102339;0,7591614127
3736;1,5920141935;1,5182342529;2,1998965740;0,7616810799
3737;1,8153033257;1,7921202183;2,5508863926;0,7789717317
3738;1,6524553299;1,6857086420;2,3605554104;0,7953593731
3739;1,3530762196;1,3940105438;1,9426994324;0,8002980351
3740;1,2023317814;1,2065635920;1,7033488750;0,7871549129
3741;1,3346830606;1,2980639935;1,8618133068;0,7714899778
3742;1,6343677044;1,5959472656;2,2843391895;0,7735050321
3743;1,8163237572;1,8115880489;2,5653233528;0,7840927839
3744;1,6126379967;1,6408329010;2,3006377220;0,7940640450
3745;0,9474221468;0,9810974598;1,3638771772;0,8028581142
3746;-0,0055099959;0,0014200927;0,0056900540;2,8893518448
3747;-0,9339417815;-0,9564087987;1,3367741108;-2,3443100452
3748;-1,5619233847;-1,5890109539;2,2281293869;-2,3475980759
3749;-1,7886403799;-1,7899476290;2,5304441452;-2,3558292389
3750;-1,6991827488;-1,6752632856;2,3861536980;-2,3632826805
3751;-1,4852914810;-1,4612891674;2,0836162567;-2,3643400669
3752;-1,3210711479;-1,3216069937;1,8686555624;-2,3559918404
3753;-1,2806466818;-1,3064692020;1,8294583559;-2,3462135792
3754;-1,3412618637;-1,3650832176;1,9137490988;-2,3473927975
3755;-1,4259288311;-1,4228516817;2,0143933296;-2,3572747707
3756;-1,4686059952;-1,4408876896;2,0574159622;-2,3657209873
3757;-1,4538944960;-1,4299579859;2,0392620564;-2,3644945621
3758;-1,4075846672;-1,4142826796;1,9953670502;-2,3538208008
3759;-1,3753293753;-1,4098290205;1,9695554972;-2,3438081741
3760;-1,3845032454;-1,4142434597;1,9791245461;-2,3455686569
3761;-1,4225983620;-1,4158993959;2,0071265697;-2,3585546017
3762;-1,4550913572;-1,4143164158;2,0291824341;-2,3704037666
3763;-1,4493044615;-1,4127112627;2,0239162445;-2,3689796925
3764;-1,4083402157;-1,4134986401;1,9953447580;-2,3543665409
3765;-1,3710834980;-1,4154729843;1,9706430435;-2,3402659893
3766;-1,3798900843;-1,4153727293;1,9767085314;-2,3435013294
3767;-1,4366599321;-1,4120366573;2,0144078732;-2,3648378849
3768;-1,4871659279;-1,4097898006;2,0491876602;-2,3828976154
3769;-1,4611406326;-1,4116781950;2,0316908360;-2,3734102249
3770;-1,3464963436;-1,4161940813;1,9541386366;-2,3309717178
3771;-1,2300547361;-1,4192144871;1,8780852556;-2,2849147320
3772;-1,2492588758;-1,4168168306;1,8889197111;-2,2934288979
3773;-1,4721162319;-1,4114258289;2,0394237041;-2,3772385120
3774;-1,7945102453;-1,4087889194;2,2814366817;-2,4760313034
3775;-1,9503216743;-1,4112539291;2,4073619843;-2,5152022839
3776;-1,6582250595;-1,4168623686;2,1811027527;-2,4345235825
3777;-0,8308746219;-1,4182374477;1,6437002420;-2,1007466316
3778;0,3080021739;-1,4156848192;1,4488024712;-1,3565707207
3779;1,2991510630;-1,4113177061;1,9182312489;-0,8267573118
3780;1,6888400316;-1,4099549055;2,2000348568;-0,6956420541
3781;1,2904489040;-1,4112854004;1,9123244286;-0,8300939202
3782;0,2966523767;-1,4157958031;1,4465408325;-1,3642538786
3783;-0,8355787992;-1,4185839891;1,6463816166;-2,1031055450
3784;-1,6523313522;-1,4164035320;2,1763267517;-2,4329247475
3785;-1,9391936064;-1,4130789042;2,3994297981;-2,5118672848
3786;-1,7889573574;-1,4100701809;2,2778644562;-2,4740834236
3787;-1,4788223505;-1,4107612371;2,0438108444;-2,3797440529
3788;-1,2633799314;-1,4141358137;1,8962881565;-2,2999494076
3789;-1,2389541864;-1,4173840284;1,8825474977;-2,2891237736
3790;-1,3370906115;-1,4177283049;1,9487854242;-2,3269312382
3791;-1,4372279644;-1,4143104553;2,0164072514;-2,3642311096
3792;-1,4696849585;-1,4108500481;2,0372705460;-2,3766167164
3793;-1,4446438551;-1,4091284275;2,0180780888;-2,3686389923
3794;-1,4107829332;-1,4128785133;1,9966305494;-2,3554522991
3795;-1,3998397589;-1,4181505442;1,9926620722;-2,3496968746
3796;-1,4067223072;-1,4199646711;1,9987914562;-2,3515098095
3797;-1,4168058634;-1,4156202078;2,0028278828;-2,3566131592
3798;-1,4242736101;-1,4085980654;2,0031733513;-2,3617279530
3799;-1,4364917278;-1,4063242674;2,0102877617;-2,3668060303
3800;-1,4454898834;-1,4111053944;2,0200643539;-2,3682308197
3801;-1,4228906631;-1,4190309048;2,0095438957;-2,3575525284
3802;-1,3518160582;-1,4225460291;1,9624077082;-2,3307058811
3803;-1,2719974518;-1,4171946049;1,9043157101;-2,3022539616
3804;-1,2813357115;-1,4083901644;1,9040441513;-2,3089926243
3805;-1,4606006145;-1,4050133228;2,0266761780;-2,3755900860
3806;-1,7537828684;-1,4112586975;2,2510898113;-2,4639959335
3807;-1,9328571558;-1,4222276211;2,3997225761;-2,5072312355
3808;-1,6964516640;-1,4268337488;2,2167098522;-2,4423060417
3809;-0,8849001527;-1,4180365801;1,6714892387;-2,1286993027
3810;0,3285871148;-1,4022046328;1,4401899576;-1,3406136036
3811;1,4381009340;-1,3953766823;2,0037989616;-0,7703209519
3812;1,8551172018;-1,4066926241;2,3281416893;-0,6487773657
3813;1,2818536758;-1,4252787828;1,9169163704;-0,8383291364
3814;-0,0382946171;-1,4343467951;1,4348578453;-1,5974882841
3815;-1,3905760050;-1,4218901396;1,9888372421;-2,3450608253
3816;-1,9783535004;-1,3977434635;2,4223065376;-2,5265052319
3817;-1,4179310799;-1,3901457787;1,9857074022;-2,3660888672
3818;-0,0027959542;-1,4129072428;1,4129099846;-1,5727752447
3819;1,4353808165;-1,4518345594;2,0416026115;-0,7910969257
3820;2,0292143822;-1,4667606354;2,5038166046;-0,6258790493
3821;1,4139518738;-1,4242432117;2,0069200993;-0,7890241742
3822;-0,0331310928;-1,3378682137;1,3382784128;-1,5955553055
3823;-1,4366276264;-1,2766280174;1,9218944311;-2,4150958061
3824;-1,9695565701;-1,3210846186;2,3715853691;-2,5507669449
3825;-1,3585802317;-1,4905352592;2,0167884827;-2,3099131584
3826;-0,0163744874;-1,7025666237;1,7026454210;-1,5804135799
3827;1,2599664927;-1,7813861370;2,1819376945;-0,9551907778
3828;1,7948592901;-1,5463798046;2,3691370487;-0,7111673355
3829;1,4010539055;-0,9249570966;1,6788381338;-0,5835030079
3830;0,3918673992;-0,0197861791;0,3923665881;-0,0504491813
3831;-0,7131396532;0,9162722826;1,1610870361;2,2321681976
3832;-1,5358525515;1,5924801826;2,2124276161;2,3380949497
3833;-1,9800651073;1,8333313465;2,6984739304;2,3946540356
3834;-2,1263318062;1,6722265482;2,7051115036;2,4751765728
3835;-2,0149285793;1,3473237753;2,4238851070;2,5522038937
3836;-1,5657273531;1,1640257835;1,9510147572;2,5023026466
3837;-0,7069652677;1,2996828556;1,4795186520;2,0689845085
3838;0,4256555438;1,6740376949;1,7273056507;1,3218040466
3839;1,4155485630;1,9578478336;2,4159772396;0,9447920918
3840;1,7608131170;1,7662328482;2,4940011501;0,7869347930
3841;1,2112847567;0,9244087934;1,5237264633;0,6518729329
3842;0,0053181406;-0,3447347879;0,3447757959;-1,5553708076
3843;-1,2224282026;-1,4811604023;1,9204599857;-2,2607855797
3844;-1,8044530153;-1,8787647486;2,6049580574;-2,3360214233
3845;-1,4449467659;-1,2635283470;1,9194726944;-2,4230763912
3846;-0,3683907390;0,0810908526;0,3772101402;2,9249260426
3847;0,8573783636;1,4180189371;1,6570682526;1,0269786119
3848;1,7008070946;1,9669487476;2,6003139019;0,8578337431
3849;1,9575452805;1,3767824173;2,3932225704;0,6129512787
3850;1,7869328260;-0,0279257558;1,7871509790;-0,0156264864
3851;1,4984357357;-1,4261252880;2,0686087608;-0,7606779933
3852;1,3118660450;-1,9879151583;2,3817639351;-0,9874786735
3853;1,2576346397;-1,3848874569;1,8707106113;-0,8335168362
3854;1,2650474310;0,0175313950;1,2651687860;0,0138574038
3855;1,2895152569;1,3846806288;1,8921390772;0,8209697008
3856;1,3633289337;1,9282093048;2,3614947796;0,9553584456
3857;1,5243436098;1,3715926409;2,0505826473;0,7327003479
3858;1,7133709192;0,0795178488;1,7152150869;0,0463768989
3859;1,7621408701;-1,2021087408;2,1331212521;-0,5986703038
3860;1,5013552904;-1,7999619246;2,3439135551;-0,8756034374
3861;0,8946335316;-1,4685561657;1,7196006775;-1,0236449242
3862;0,0753206909;-0,4518505335;0,4580852687;-1,4056212902
3863;-0,7443789244;0,7381767631;1,0483343601;2,3603777885
3864;-1,4047737122;1,6424512863;2,1612577438;2,2783539295
3865;-1,8530688286;2,0610589981;2,7716112137;2,3031060696
3866;-2,0831499100;2,0485899448;2,9216833115;2,3645586967
3867;-2,0383980274;1,7647736073;2,6961996555;2,4280171394
3868;-1,6002373695;1,3270534277;2,0789012909;2,4492480755
3869;-0,7156605124;0,7609938383;1,0446442366;2,3255040646
3870;0,4412956238;0,0668856055;0,4463356435;0,1504215598
3871;1,4390032291;-0,7042422295;1,6020883322;-0,4551283717
3872;1,7763260603;-1,4186885357;2,2733261585;-0,6739260554
3873;1,2024301291;-1,9117726088;2,2584757805;-1,0093538761
3874;-0,0458500758;-2,0620143414;2,0625240803;-1,5930281878
3875;-1,3133105040;-1,8528522253;2,2710890770;-2,1874070168
3876;-1,8792735338;-1,3614393473;2,3206005096;-2,5146450996
3877;-1,3993088007;-0,7088586688;1,5686126947;-2,6726968288
3878;-0,1270630360;0,0025180457;0,1270879805;3,1217780113
3879;1,2187912464;0,7017390728;1,4063746929;0,5224100947
3880;1,8865276575;1,3359829187;2,3116741180;0,6161884069
3881;1,5280228853;1,8353416920;2,3881652355;0,8765175939
3882;0,3794419467;2,1035249233;2,1374735832;1,3923316002
3883;-0,9355005622;2,0273790359;2,2328071594;2,0031175613
3884;-1,8061890602;1,5357519388;2,3708338737;2,4369406700
3885;-1,9854692221;0,6683544517;2,0949428082;2,8168842793
3886;-1,6619696617;-0,3701756001;1,7026958466;-2,9224369526
3887;-1,2662152052;-1,2458333969;1,7763450146;-2,3643078804
3888;-1,1491883993;-1,6106910706;1,9786256552;-2,1905090809
